id,title,description,category
664696,GCLI commands should be reviewed for security issues,GCLI commands should be reviewed for security issues,Security Vulnerability
659546,clang warns about alignment requirement increase in nsID::Equals after bug 164580,clang warns about alignment requirement increase in nsID::Equals after bug 164580,UI Bug
178979,Exception label not displayed in the debug view when using scrapbook,Exception label not displayed in the debug view when using scrapbook,Crash/Error
414836,Need to sync toolbar with icons/text preferences and icon size when new localstore.rdf created,Need to sync toolbar with icons/text preferences and icon size when new localstore.rdf created,Data Inconsistency
665880,"[highlighter] If a node is highlighted, a ""node.getSVGDocument() is null"" exception is raised","[highlighter] If a node is highlighted, a ""node.getSVGDocument() is null"" exception is raised",Crash/Error
660053,"If a BUGLIST cookie is compromised, it can be used to XSS show_bug.cgi","If a BUGLIST cookie is compromised, it can be used to XSS show_bug.cgi",Security Vulnerability
491541,Long delay with HTTP Post to IIS7-hosted websites,Long delay with HTTP Post to IIS7-hosted websites,Performance Issue
519677,"""OK"" button in ""About Thunderbird"" dialog should be aligned right","""OK"" button in ""About Thunderbird"" dialog should be aligned right",UI Bug
415163,GTK location bar drop-down button arrow is misaligned,GTK location bar drop-down button arrow is misaligned,UI Bug
737064,sync CSP source-expression parsing with w3c spec,sync CSP source-expression parsing with w3c spec,Data Inconsistency
580445,normalizeDocument Remote Code Execution Vulnerability (ZDI-CAN-866),normalizeDocument Remote Code Execution Vulnerability (ZDI-CAN-866),Security Vulnerability
486624,AppendFacesFromFontFile is called twice for the same font file.,AppendFacesFromFontFile is called twice for the same font file.,UI Bug
593690,Tabview button and other toolbarbuttons increase the tab bar height,Tabview button and other toolbarbuttons increase the tab bar height,UI Bug
606618,Bugzilla 4.0 and Trunk need a YUI upgrade to avoid .swf XSS vulnerability,Bugzilla 4.0 and Trunk need a YUI upgrade to avoid .swf XSS vulnerability,Security Vulnerability
132408,[Model Sync] Modify action provider to show open on compilation units,[Model Sync] Modify action provider to show open on compilation units,Data Inconsistency
683149,Break out layout memory reporters on a per-shell basis,Break out layout memory reporters on a per-shell basis,UI Bug
579744,UTF-7 Universal XSS by overriding document charset using type attribute,UTF-7 Universal XSS by overriding document charset using type attribute,Security Vulnerability
576620,"Running the webgl conformance tests crashes at [@ mozilla::WebGLContext::GetParameter(unsigned int, nsIVariant**) ]","Running the webgl conformance tests crashes at [@ mozilla::WebGLContext::GetParameter(unsigned int, nsIVariant**) ]",Crash/Error
642734,Crash [@ nsTArray_base::Length()] [@ nsCharSinkTraits::write] [@ gfxUserFontSet::LoadNext] with downloaded font,Crash [@ nsTArray_base::Length()] [@ nsCharSinkTraits::write] [@ gfxUserFontSet::LoadNext] with downloaded font,UI Bug
122,Delayed page rendering,Delayed page rendering observed in production-like testing. Issue impacts normal workflow and requires investigation.,Performance Issue
214354,[code formatter] whitespace removed when declaring a variable and initializing it with a macro,[code formatter] whitespace removed when declaring a variable and initializing it with a macro,Configuration Error
703715,Add Telemetry probes for sync XHR,Add Telemetry probes for sync XHR,Data Inconsistency
446584,NodeIterator doesn't forward exception properly,NodeIterator doesn't forward exception properly,Crash/Error
614215,Add some color to the sidebar under Aero,Add some color to the sidebar under Aero,UI Bug
234946,TVT34:TCT658: JA: English drop down in C++ build settings panel,TVT34:TCT658: JA: English drop down in C++ build settings panel,Configuration Error
222326,"NullPointerException during: ""Compute launch button tooltip"".","NullPointerException during: ""Compute launch button tooltip"".",UI Bug
321898,3702a/3702 Button.java changes seems to be causing UI test failures,3702a/3702 Button.java changes seems to be causing UI test failures,UI Bug
657953,Implement the basic layout of the meter element,Implement the basic layout of the meter element,UI Bug
384809,Various JS engine crashes/leaks in OOM conditions,Various JS engine crashes/leaks in OOM conditions,Crash/Error
756864,slow script warning on certain site,slow script warning on certain site,Performance Issue
793338,click-to-play: implement multiple plugin doorhanger ui (vulnerability status bits),click-to-play: implement multiple plugin doorhanger ui (vulnerability status bits),Security Vulnerability
678181,large uptake in crashes in gfxFontGroup::FindFontForChar on OS X,large uptake in crashes in gfxFontGroup::FindFontForChar on OS X,Crash/Error
289526,"Migrate the Restart feature to the new one, as supported by the platform","Migrate the Restart feature to the new one, as supported by the platform",Feature Request
453049,"""Assertion failure: (*m != JSVAL_INT) || isInt32(*vp)"" with negative zero as property","""Assertion failure: (*m != JSVAL_INT) || isInt32(*vp)"" with negative zero as property",Data Inconsistency
420396,"""Exceptions..."" button in Options >>>> ""Offline Storage"" is stretched vertically when text wraps.","""Exceptions..."" button in Options >>>> ""Offline Storage"" is stretched vertically when text wraps.",UI Bug
602129,JM: f.call seems to be slow compared to TM and V8,JM: f.call seems to be slow compared to TM and V8,Performance Issue
134837,Tree- Random foreground color appears for Tree when selecting items and subitems,Tree- Random foreground color appears for Tree when selecting items and subitems,UI Bug
238938,"I can't set ""Server timeout delay"" option for JBoss","I can't set ""Server timeout delay"" option for JBoss",Performance Issue
658832,"TEST-UNEXPECTED-FAIL | tabview/browser_tabview_privatebrowsing.js | verify normal 2: we have 2 groups - Got 1, expected 2 (then failures for ""same number of tabs as groups"", ""tab 0 is in group 0"", & test timeout)","TEST-UNEXPECTED-FAIL | tabview/browser_tabview_privatebrowsing.js | verify normal 2: we have 2 groups - Got 1, expected 2 (then failures for ""same number of tabs as groups"", ""tab 0 is in group 0"", & test timeout)",Performance Issue
313314,"Missing ""select all"" button in ""Debug Configuration"" -> ...","Missing ""select all"" button in ""Debug Configuration"" -> ...",UI Bug
445934,Layout linking broken in NS_OSSO disable-libxul configuration,Layout linking broken in NS_OSSO disable-libxul configuration,UI Bug
674603,"Text scaled, rotated 90 degrees and with text-anchor=""middle"" does not render correctly","Text scaled, rotated 90 degrees and with text-anchor=""middle"" does not render correctly",UI Bug
636008,"[Maemo6] Fennec crashes on startup, with Xlib error.","[Maemo6] Fennec crashes on startup, with Xlib error.",Crash/Error
621108,[SECURITY] Creating/editing charts lacks CSRF protection,[SECURITY] Creating/editing charts lacks CSRF protection,Security Vulnerability
323780,"""Generate Getters and Setters..."" crashes","""Generate Getters and Setters..."" crashes",Crash/Error
374334,Uncaught exception with cloneNode method and frameset element,Uncaught exception with cloneNode method and frameset element,Crash/Error
613195,No keyword detection for missing attachment feature,No keyword detection for missing attachment feature,Feature Request
372729,scrollbar layout happens after onload,scrollbar layout happens after onload,UI Bug
594487,"[SeaMonkey] leak test: ""Exception / NS_ERROR_XPC_GS_RETURNED_FAILURE / nsIJSCID.getService / messageWakeupService.js :: anonymous :: line 56""","[SeaMonkey] leak test: ""Exception / NS_ERROR_XPC_GS_RETURNED_FAILURE / nsIJSCID.getService / messageWakeupService.js :: anonymous :: line 56""",Crash/Error
517407,don't use internet config for migration in 64-bit builds,don't use internet config for migration in 64-bit builds,Configuration Error
749626,Theme update: make the close button code generic and implement the dark theme for menulists.,Theme update: make the close button code generic and implement the dark theme for menulists.,UI Bug
137884,Buttons have wrong frame color for Windows XP style,Buttons have wrong frame color for Windows XP style,UI Bug
451862,"Ask me before downloading more than __ messages option (in the nntp server settings) should use textbox type=""nubmer""","Ask me before downloading more than __ messages option (in the nntp server settings) should use textbox type=""nubmer""",Configuration Error
801055,"When Background Theme applied, Downloads toolbar button is strangely tall.","When Background Theme applied, Downloads toolbar button is strangely tall.",UI Bug
185989,CTabFolder - selected tab hard to read on low color,CTabFolder - selected tab hard to read on low color,UI Bug
629633,Intermittent REFTEST TEST-UNEXPECTED-FAIL | file:///Users/cltbld/talos-slave/test/build/reftest/tests/layout/reftests/bugs/363370-1.html | image comparison (==),Intermittent REFTEST TEST-UNEXPECTED-FAIL | file:///Users/cltbld/talos-slave/test/build/reftest/tests/layout/reftests/bugs/363370-1.html | image comparison (==),UI Bug
759535,RasterImage.cpp:1459:10: warning: unused variable ‘wasAnimating’ [-Wunused-variable],RasterImage.cpp:1459:10: warning: unused variable ‘wasAnimating’ [-Wunused-variable],Configuration Error
776561,"OS_LIBS contains -lrt if there is no config.cache, and doesn't when then is","OS_LIBS contains -lrt if there is no config.cache, and doesn't when then is",Configuration Error
475214,"CSS serialization uses ""-x-system-font""","CSS serialization uses ""-x-system-font""",UI Bug
373111,media plugins feature-tracking bug for firefox 3,media plugins feature-tracking bug for firefox 3,Feature Request
619930,Change the back/forward buttons tooltips to notify users that click-holding the button will display the history,Change the back/forward buttons tooltips to notify users that click-holding the button will display the history,UI Bug
194988,Create Browser says it accepts null but it fails with null pointer if you do.,Create Browser says it accepts null but it fails with null pointer if you do.,Crash/Error
535703,"JS_SealObject(..., deep=JS_TRUE) crashes trying to chase private-data pointer","JS_SealObject(..., deep=JS_TRUE) crashes trying to chase private-data pointer",Crash/Error
787190,ubuntu system wide manual proxy settings not honored,ubuntu system wide manual proxy settings not honored,Configuration Error
761249,handle OOM during XPCWrappedNativeScope creation more gracefully,handle OOM during XPCWrappedNativeScope creation more gracefully,Crash/Error
433798,.hgignore improvement: ignore security/manager/.nss.checkout,.hgignore improvement: ignore security/manager/.nss.checkout,Security Vulnerability
666220,unecessary variable kAppendChromeManifests in toolkit/xre/nsXREDirProvider.cpp,unecessary variable kAppendChromeManifests in toolkit/xre/nsXREDirProvider.cpp,Configuration Error
236324,"Eclipse 3.4 crashes / failes to repaint when ""Close Others"" is used with SharedHeaderFormEditor","Eclipse 3.4 crashes / failes to repaint when ""Close Others"" is used with SharedHeaderFormEditor",Crash/Error
131160,background color problems in tree with columns,background color problems in tree with columns,UI Bug
223059,Problems setting per resource tool settings,Problems setting per resource tool settings,Configuration Error
312452,request (reminder?) for new (final?) base builder with all the latest,request (reminder?) for new (final?) base builder with all the latest,Feature Request
445711,"Firefox crashes when it meets over 25 ""ௌ"".","Firefox crashes when it meets over 25 ""ௌ"".",Crash/Error
717893,GCLI: Cannot copy a Exception result from Log,GCLI: Cannot copy a Exception result from Log,Crash/Error
614229,Recursive layout-module initialization in content processes of Firefox,Recursive layout-module initialization in content processes of Firefox,UI Bug
170807,incorporate new org.eclipse.cvs-feature into builds,incorporate new org.eclipse.cvs-feature into builds,Feature Request
658282,Previously checked radio button does not get the invalid style,Previously checked radio button does not get the invalid style,UI Bug
495388,Don't treat tables that have a landmark role as layout table,Don't treat tables that have a landmark role as layout table,UI Bug
365526,Security Error: Content at about: may not load or link to {xxx}.,Security Error: Content at about: may not load or link to {xxx}.,Security Vulnerability
66,Slow dashboard load,Slow dashboard load observed in production-like testing. Issue impacts normal workflow and requires investigation.,Performance Issue
321976,Sort button in Outline has inverse meaning,Sort button in Outline has inverse meaning,UI Bug
337532,Back and Forward button should have proper names.,Back and Forward button should have proper names.,UI Bug
504495,"Windows CE has no context menu for bookmarks toolbar, sometimes crashes trying","Windows CE has no context menu for bookmarks toolbar, sometimes crashes trying",Crash/Error
358866,Hardcoded 'height:3px' in main.dtd should be in skin/preferences.css,Hardcoded 'height:3px' in main.dtd should be in skin/preferences.css,UI Bug
171454,[Help] Scaling the font size on screen also scales printed output,[Help] Scaling the font size on screen also scales printed output,UI Bug
323708,Recalculation of ComputeFreshnessLife wrong after performing If-Modified-Since / If-None-Match request,Recalculation of ComputeFreshnessLife wrong after performing If-Modified-Since / If-None-Match request,Feature Request
138167,Java Model Exception when proposal window opened,Java Model Exception when proposal window opened,Crash/Error
285932,DocCommentOwnerManager doesn't use the DefaultScope for settings,DocCommentOwnerManager doesn't use the DefaultScope for settings,Configuration Error
669236,nsHTMLCanvasElement.cpp:734:12: warning: unused variable ‘rv’,nsHTMLCanvasElement.cpp:734:12: warning: unused variable ‘rv’,Configuration Error
208710,Content Assist and struct variable definitions.,Content Assist and struct variable definitions.,Configuration Error
479711,Media elements should delay the document 'load' event,Media elements should delay the document 'load' event,Performance Issue
346203,destructuring assignment |var {b:{c:x}}={b:{c:1}}| crashes [@ FindPropertyValue],destructuring assignment |var {b:{c:x}}={b:{c:1}}| crashes [@ FindPropertyValue],Crash/Error
495274,CSS changes when Firebug active in Firefox 3.5,CSS changes when Firebug active in Firefox 3.5,UI Bug
337656,navigate methods of nsIAccessNode throws exception,navigate methods of nsIAccessNode throws exception,Crash/Error
586060,"""warning: unused variable ‘cx’"" in js/src/jscntxtinlines.h","""warning: unused variable ‘cx’"" in js/src/jscntxtinlines.h",Configuration Error
594966,Malformed font leads to crash [@ProcessSingleMorphRun],Malformed font leads to crash [@ProcessSingleMorphRun],UI Bug
127475,Request that IMG_OBJS_JAVADOCTAG be added to ISharedImages,Request that IMG_OBJS_JAVADOCTAG be added to ISharedImages,Feature Request
685462,blanks at the end of email-address in Settings prevents displaying of inline images,blanks at the end of email-address in Settings prevents displaying of inline images,Configuration Error
347402,Go button is attached to the search bar,Go button is attached to the search bar,UI Bug
610057,Persona theme overlap caption buttons when opening a new browser window,Persona theme overlap caption buttons when opening a new browser window,UI Bug
811263,Applying background theme causes Downloads button to jump around,Applying background theme causes Downloads button to jump around,UI Bug
344476,installer's UI(chinese font) looks ugly,installer's UI(chinese font) looks ugly,UI Bug
671189,Error replies to sync messages are ignored,Error replies to sync messages are ignored,Data Inconsistency
41,Dropdown misaligned,Dropdown misaligned observed in production-like testing. Issue impacts normal workflow and requires investigation.,UI Bug
751797,crash printing due to font inflation,crash printing due to font inflation,UI Bug
391140,The second one of two input type=image 's doesn't render when they have display: table-cell,The second one of two input type=image 's doesn't render when they have display: table-cell,UI Bug
495239,TraceMonkey: trace-test.js crashes on ARM during the createMandelSet tests.,TraceMonkey: trace-test.js crashes on ARM during the createMandelSet tests.,Crash/Error
623136,speed up font loading on android,speed up font loading on android,UI Bug
551226,Null pointer dereference in nsChildView's [ChildView validRequestorForSendType:returnType:],Null pointer dereference in nsChildView's [ChildView validRequestorForSendType:returnType:],Crash/Error
160637,'Introduce Indirection' throws exception for non-src (external) classes,'Introduce Indirection' throws exception for non-src (external) classes,Crash/Error
368081,font-size-adjust broken on windows if the text has non solid color,font-size-adjust broken on windows if the text has non solid color,UI Bug
278959,setting font height should update font width,setting font height should update font width,UI Bug
422326,Visual glitch in site icon display part of location bar,Visual glitch in site icon display part of location bar,UI Bug
168,Invalid environment variable,Invalid environment variable observed in production-like testing. Issue impacts normal workflow and requires investigation.,Configuration Error
779650,[Azure] Azure/Cairo canvas does not render smashcat benchmark with D2D backend,[Azure] Azure/Cairo canvas does not render smashcat benchmark with D2D backend,UI Bug
728939,document.URL is inaccurate and improperly variable for fragments,document.URL is inaccurate and improperly variable for fragments,Configuration Error
137346,Found AIOOB exception in the .log file,Found AIOOB exception in the .log file,Crash/Error
758735,TestSettingsAPI.cpp:14:20: warning: ‘gFunction’ defined but not used [-Wunused-variable],TestSettingsAPI.cpp:14:20: warning: ‘gFunction’ defined but not used [-Wunused-variable],Configuration Error
129061,[Common Navigator] Request to support programmatic binding of drag adapter,[Common Navigator] Request to support programmatic binding of drag adapter,Feature Request
416998,Fix the order of member variable initializers for a few constructors,Fix the order of member variable initializers for a few constructors,Configuration Error
156114,GDB options layout problem,GDB options layout problem,UI Bug
620955,spike in crashes [@ mozilla::ipc::RPCChannel::EnteredCxxStack() ],spike in crashes [@ mozilla::ipc::RPCChannel::EnteredCxxStack() ],Crash/Error
355703,Minimize To Tray Button extension not available/working for firefox 2,Minimize To Tray Button extension not available/working for firefox 2,UI Bug
503451,GeckoActiveXObject exception messages can be used to enumerate installed COM objects,GeckoActiveXObject exception messages can be used to enumerate installed COM objects,Crash/Error
488057,Crash [@ nsPresContext::GetContainerInternal] with font-face and frames removing window on focus,Crash [@ nsPresContext::GetContainerInternal] with font-face and frames removing window on focus,UI Bug
369669,Version/config bumps for Fx 1.5.0.10,Version/config bumps for Fx 1.5.0.10,Configuration Error
674856,The style inspector should allow updating of single css property values within the UI,The style inspector should allow updating of single css property values within the UI,UI Bug
565748,nsTArray.h:905: warning: unused variable ‘elem’,nsTArray.h:905: warning: unused variable ‘elem’,Configuration Error
134512,[Model Sync] Sync wizard/dropdown names,[Model Sync] Sync wizard/dropdown names,Data Inconsistency
176989,Add Jetty and JSP Support bundles to Platform Feature,Add Jetty and JSP Support bundles to Platform Feature,Feature Request
189999,[PropertiesView] Setting 1 value causes very slow recursive refresh,[PropertiesView] Setting 1 value causes very slow recursive refresh,Performance Issue
482556,Request password reset is harder to access,Request password reset is harder to access,Feature Request
522149,Add a CSS media query for touch features,Add a CSS media query for touch features,UI Bug
749634,graphical glitches with CSS transition and transform,graphical glitches with CSS transition and transform,UI Bug
422826,crashes [@ nsVoidArray::Count] called from nsXPInstallManager::DownloadNext,crashes [@ nsVoidArray::Count] called from nsXPInstallManager::DownloadNext,Crash/Error
769624,Intermittent test_error_events_abort_transactions.html | request.transaction should still be set,Intermittent test_error_events_abort_transactions.html | request.transaction should still be set,Feature Request
608603,datepicker (popup) Forward button: October 31 advances to December,datepicker (popup) Forward button: October 31 advances to December,UI Bug
153927,[Memory View] Add New button from AddMemoryRenderingDialog is not accessible,[Memory View] Add New button from AddMemoryRenderingDialog is not accessible,UI Bug
242801,VariableCreationDialog has a misleading layout,VariableCreationDialog has a misleading layout,UI Bug
304752,String variable selection dialog filters,String variable selection dialog filters,Configuration Error
184643,Ctrl+Click on Launch Config not working,Ctrl+Click on Launch Config not working,Configuration Error
707586,Remove font.allow_double_byte_special_chars pref,Remove font.allow_double_byte_special_chars pref,UI Bug
228954,Usability: Project Properties->C/C++ Build->Settings,Usability: Project Properties->C/C++ Build->Settings,Configuration Error
403877,Paste or drag&drop HTML content crashes,Paste or drag&drop HTML content crashes,Crash/Error
487552,When video resumes from buffering state the audio is out of sync,When video resumes from buffering state the audio is out of sync,Data Inconsistency
301779,Indexer throws java.lang.NullPointerException when try to parse function with parameter name same as local variable.,Indexer throws java.lang.NullPointerException when try to parse function with parameter name same as local variable.,Configuration Error
219930,FilteredItemsSelectionDialog too small after changing dialog font,FilteredItemsSelectionDialog too small after changing dialog font,UI Bug
360118,Thunderbird SMTP client does not honor SMTP negative responses codes and state machine.,Thunderbird SMTP client does not honor SMTP negative responses codes and state machine.,Data Inconsistency
589723,intermittent layout/base/crashtests/311661-2.html | timed out waiting for onload to fire,intermittent layout/base/crashtests/311661-2.html | timed out waiting for onload to fire,UI Bug
310401,Combo shows only 5 items if items are set after first layout,Combo shows only 5 items if items are set after first layout,UI Bug
212439,Unable to change variable value when stopped in JSP,Unable to change variable value when stopped in JSP,Configuration Error
496573,@font-face included font doesn't work on Windows,@font-face included font doesn't work on Windows,UI Bug
597029,timeout in browser_privatebrowsing_forgetthissite.js,timeout in browser_privatebrowsing_forgetthissite.js,Performance Issue
350718,No way to programmatically access about:config's textbox value,No way to programmatically access about:config's textbox value,Configuration Error
530989,"crashes [@ NPSWF32.dll@0x136a29] (in Flash 10.0.32.18) in Firefox 3.6 betas, many on yoville facebook app","crashes [@ NPSWF32.dll@0x136a29] (in Flash 10.0.32.18) in Firefox 3.6 betas, many on yoville facebook app",Crash/Error
195853,[patch] copied/cut C/C++ editor text includes background color of selection highlighting,[patch] copied/cut C/C++ editor text includes background color of selection highlighting,UI Bug
128292,launch config type viewer is showing private config types,launch config type viewer is showing private config types,Configuration Error
454735,font cache shutdown order issues,font cache shutdown order issues,UI Bug
236332,Breadcrumb misses throwing exception,Breadcrumb misses throwing exception,Crash/Error
747322,jemalloc crashes during malloc_init_hard on s390x,jemalloc crashes during malloc_init_hard on s390x,Crash/Error
576934,parseInt(double) is slow when not tracing,parseInt(double) is slow when not tracing,Performance Issue
785522,[SECURITY] Prevent directory browsing in extensions/,[SECURITY] Prevent directory browsing in extensions/,Security Vulnerability
450048,"""nsFind.cpp(961) : warning C4309: 'initializing' : truncation of constant value""","""nsFind.cpp(961) : warning C4309: 'initializing' : truncation of constant value""",UI Bug
268876,OK button disabled in Select Preferred Launcher dialog,OK button disabled in Select Preferred Launcher dialog,UI Bug
398005,JavaScript Tests - sync Sisyphus support,JavaScript Tests - sync Sisyphus support,Data Inconsistency
593262,Intermittent timeout in test_hover.html,Intermittent timeout in test_hover.html,Performance Issue
145244,Conflicting key accelerators in Sync/CVS popup menu,Conflicting key accelerators in Sync/CVS popup menu,Data Inconsistency
473781,"Changes in ""Junk Settings"" are not permanent","Changes in ""Junk Settings"" are not permanent",Configuration Error
403283,"quirks mode: double underline with font-weight: bold, and Arial","quirks mode: double underline with font-weight: bold, and Arial",UI Bug
414186,slow loop code in nsICODecoder?,slow loop code in nsICODecoder?,Performance Issue
395426,Contextmenu opened using keyboard should have .button == 0,Contextmenu opened using keyboard should have .button == 0,UI Bug
761233,System font size setting is not respected in the HTML tree view,System font size setting is not respected in the HTML tree view,UI Bug
431002,Search fields should use search-close instead of the close button for tabs,Search fields should use search-close instead of the close button for tabs,UI Bug
418025,IA2 - case by case analysis of exception return values,IA2 - case by case analysis of exception return values,Crash/Error
208892,LocalFile#mkdir(...) throws inappropriate exception when can't write to a device,LocalFile#mkdir(...) throws inappropriate exception when can't write to a device,Crash/Error
779401,[Azure] Azure/cairo canvas render errors with some canvas demos,[Azure] Azure/cairo canvas render errors with some canvas demos,UI Bug
347946,Sidebar close button should behave like Tab close button - activate red on mouse over,Sidebar close button should behave like Tab close button - activate red on mouse over,UI Bug
725284,elfhack doesn't preserve alignment in program headers,elfhack doesn't preserve alignment in program headers,UI Bug
561770,test_crash_nested_loop.html | p.crashInNestedLoop() should throw an exception,test_crash_nested_loop.html | p.crashInNestedLoop() should throw an exception,Crash/Error
175192,Loop exception on shutdown,Loop exception on shutdown,Crash/Error
793265,Visual glitch on the left and right side of the Thunderbird tab bar on Aero,Visual glitch on the left and right side of the Thunderbird tab bar on Aero,UI Bug
177539,Press on Run/Debug button launches an unexpected configuration,Press on Run/Debug button launches an unexpected configuration,UI Bug
217800,[breadcrumb] Exception when seleting entry from dropdown,[breadcrumb] Exception when seleting entry from dropdown,Crash/Error
380408,Mail Import Crashes with Divide by Zero,Mail Import Crashes with Divide by Zero,Crash/Error
276375,"When adding a config to a Launch Group, the action selection is dropped","When adding a config to a Launch Group, the action selection is dropped",Configuration Error
415526,[RTL] fixup for unified back forward button on RTL builds,[RTL] fixup for unified back forward button on RTL builds,UI Bug
135638,StyledText ignores alignment with style SWT.SINGLE,StyledText ignores alignment with style SWT.SINGLE,UI Bug
431983,"style :active states for the identity button, location dropdown button and search engine button on Windows","style :active states for the identity button, location dropdown button and search engine button on Windows",UI Bug
657185,Intermittent timeout in content/media/test/test_closing_connections.html,Intermittent timeout in content/media/test/test_closing_connections.html,Performance Issue
333965,Place's search feature hangs,Place's search feature hangs,Feature Request
333190,Import/Export Settings Wizard for C/C++ not working correctly for workspace paths,Import/Export Settings Wizard for C/C++ not working correctly for workspace paths,Configuration Error
330440,External tools launch config dialog does not handle Ctrl+Enter in Arguments field,External tools launch config dialog does not handle Ctrl+Enter in Arguments field,Configuration Error
344583,Random bits of cleanup in layout/generic,Random bits of cleanup in layout/generic,UI Bug
468313,New 'Attack Site' feature is seriously annoying to the point that I have turned it off,New 'Attack Site' feature is seriously annoying to the point that I have turned it off,Feature Request
566637,"TM: ""this.a"" not updated as global variable ""a"" changes value","TM: ""this.a"" not updated as global variable ""a"" changes value",Configuration Error
579488,typing in text entry box on twitter is incredibly slow (again),typing in text entry box on twitter is incredibly slow (again),Performance Issue
753478,large icon versions in qute/mail/messageHeader.css not used and should be removed,large icon versions in qute/mail/messageHeader.css not used and should be removed,UI Bug
634542,Spike in crashes [@ call_trace ],Spike in crashes [@ call_trace ],Crash/Error
449512,Firefox-Qt crashes when typing in searchbox,Firefox-Qt crashes when typing in searchbox,Crash/Error
234984,Code cleanup conversion to a for each loop makes the assigned variable final when it shouldn't,Code cleanup conversion to a for each loop makes the assigned variable final when it shouldn't,Configuration Error
552462,Star UI Panel and Location Information Panel jumping around when title bar capsule button clicked [OS X],Star UI Panel and Location Information Panel jumping around when title bar capsule button clicked [OS X],UI Bug
284431,Different inherited thrown exception clauses are not properly handled,Different inherited thrown exception clauses are not properly handled,Crash/Error
481115,nsIPref should remove from extension/(layout-debug|widgetutils),nsIPref should remove from extension/(layout-debug|widgetutils),UI Bug
463810,"Add ellipsis to ""Clear Recent History"" button in about:privatebrowsing","Add ellipsis to ""Clear Recent History"" button in about:privatebrowsing",UI Bug
468249,"Security Advisory for Bugzilla 3.3.1, 3.2.1, 3.0.7 and 2.22.7","Security Advisory for Bugzilla 3.3.1, 3.2.1, 3.0.7 and 2.22.7",Security Vulnerability
798753,[OS X] Visual polish for social provider user menu,[OS X] Visual polish for social provider user menu,UI Bug
782877,Intermittent browser_dbg_bfcache.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:1275,Intermittent browser_dbg_bfcache.js | an unexpected uncaught JS exception reported through window.onerror - TypeError: element is undefined at chrome://browser/content/debugger-controller.js:1275,Crash/Error
234591,Team shared index export crashes sporadically,Team shared index export crashes sporadically,Crash/Error
483150,Fix Bugzilla CSS for IE8,Fix Bugzilla CSS for IE8,UI Bug
734181,[B2G] SMS database: filter with `endDate` but no `startDate` parameter throws an exception,[B2G] SMS database: filter with `endDate` but no `startDate` parameter throws an exception,Crash/Error
353997,Two OOM crashes in xpcom/,Two OOM crashes in xpcom/,Crash/Error
751458,Workers can trigger slow script dialogs if no other script runs while a worker is posting events to the main thread,Workers can trigger slow script dialogs if no other script runs while a worker is posting events to the main thread,Performance Issue
354467,Refreshing file associations is very slow due to using SendMessageTimeout instead of SHChangeNotify,Refreshing file associations is very slow due to using SendMessageTimeout instead of SHChangeNotify,Performance Issue
448121,1 border-image reftest (multi color border-image) slightly off on Mac 10.4,1 border-image reftest (multi color border-image) slightly off on Mac 10.4,UI Bug
347754,The GO button is no longer optional,The GO button is no longer optional,UI Bug
804501,Localized builds have Firefox button instead of Aurora/Nightly button,Localized builds have Firefox button instead of Aurora/Nightly button,UI Bug
489178,Script tag causes style color to change to surrounding font color,Script tag causes style color to change to surrounding font color,UI Bug
373640,nsIFile.parent throws an exception on reaching top of file system -- should return null,nsIFile.parent throws an exception on reaching top of file system -- should return null,Crash/Error
381695,TextFrame feature makefile switch needs to pick up its setting from environment,TextFrame feature makefile switch needs to pick up its setting from environment,Feature Request
486512,Message Security Info icon not disabled,Message Security Info icon not disabled,Security Vulnerability
339116,"account Junk settings: can't change ""automatically delete messages older than 14 days""","account Junk settings: can't change ""automatically delete messages older than 14 days""",Configuration Error
448281,font-size sometimes gets calculated wrong,font-size sometimes gets calculated wrong,UI Bug
243715,Parser.createASTs() throws exception on 'illogical' JavaDoc,Parser.createASTs() throws exception on 'illogical' JavaDoc,Crash/Error
322947,Middle button click -> Site scrolls up,Middle button click -> Site scrolls up,UI Bug
700544,"IndexedDB: Start a transaction when created, not when first request is placed","IndexedDB: Start a transaction when created, not when first request is placed",Feature Request
353430,nsHTTPConn::Request never frees usrPsd,nsHTTPConn::Request never frees usrPsd,Feature Request
627272,Cannot start dragging titlebar when Firefox button opens its menu,Cannot start dragging titlebar when Firefox button opens its menu,UI Bug
425512,use of uninitialized variable in nsAccessibleRelationWrap.cpp,use of uninitialized variable in nsAccessibleRelationWrap.cpp,Configuration Error
477924,Context switch in mozJSComponentLoader::ImportInto without suspending outer context's request,Context switch in mozJSComponentLoader::ImportInto without suspending outer context's request,Feature Request
754138,Rect.h generates lots of warnings when building content and layout,Rect.h generates lots of warnings when building content and layout,UI Bug
743785,nsNPAPIPlugin.cpp:385:8: warning: unused variable ‘javaIsEnabled’ [-Wunused-variable],nsNPAPIPlugin.cpp:385:8: warning: unused variable ‘javaIsEnabled’ [-Wunused-variable],Configuration Error
735045,"JS OOM Testing: Assertion failure: !var.lifetime && var.saved, at js/src/jsanalyze.cpp:933","JS OOM Testing: Assertion failure: !var.lifetime && var.saved, at js/src/jsanalyze.cpp:933",Crash/Error
398837,Keyboard accelerators missing on Security Warning dialog,Keyboard accelerators missing on Security Warning dialog,Security Vulnerability
